conference_id,event,gender,place,predicted_year,predicted_seconds,predicted_time,predicted_low,predicted_time_low,predicted_high,predicted_time_high,r2,p_value,slope,intercept,sample_size
143,400 Free Relay,M,1,2027,180.851,3:00.85,175.335,2:55.33,186.367,3:06.37,0.0081,0.7923,0.046955,85.6724,11
143,400 IM,M,1,2027,239.8079,3:59.81,226.219,3:46.22,253.3968,4:13.40,0.0164,0.6363,0.135924,-35.7099,16
143,400 IM,M,8,2027,250.5784,4:10.58,241.3292,4:01.33,259.8275,4:19.83,0.0,0.9805,0.004754,240.9426,16
143,400 IM,M,16,2027,269.8005,4:29.80,258.7485,4:18.75,280.8524,4:40.85,0.4537,0.0083,0.709937,-1169.2425,14
143,400 Medley Relay,M,1,2027,199.0363,3:19.04,189.7059,3:09.71,208.3668,3:28.37,0.0613,0.4629,0.224439,-255.9025,11
143,50 Free,M,1,2027,20.2304,20.23,19.7641,19.76,20.6967,20.70,0.0106,0.7049,-0.003729,27.7899,16
143,50 Free,M,8,2027,21.23,21.23,20.4961,20.50,21.9639,21.96,0.0086,0.732,0.005305,10.4766,16
143,50 Free,M,16,2027,21.645,21.65,20.8553,20.86,22.4347,22.43,0.0036,0.8254,0.003674,14.1984,16
143,50 Free,M,24,2027,21.695,21.70,20.293,20.29,21.0615,21.06,0.9858,0.0071,-0.078,178.7832,4
143,500 Free,M,1,2027,272.1675,4:32.17,266.8207,4:26.82,277.5143,4:37.51,0.342,0.0173,0.298433,-332.7561,16
143,500 Free,M,8,2027,284.3858,4:44.39,275.2721,4:35.27,293.4994,4:53.50,0.0498,0.4059,0.161613,-43.2045,16
143,500 Free,M,16,2027,291.741,4:51.74,277.9217,4:37.92,305.5604,5:05.56,0.0259,0.5515,0.174467,-61.9045,16
143,500 Free,M,24,2027,291.791,4:51.79,169.4756,2:49.48,271.885,4:31.89,0.815,0.0137,-5.438,11243.5063,6
143,800 Free Relay,M,1,2027,403.7993,6:43.80,387.1551,6:27.16,420.4435,7:00.44,0.1088,0.3219,0.547258,-705.4926,11
