conference_id,event,gender,place,predicted_year,predicted_seconds,predicted_time,predicted_low,predicted_time_low,predicted_high,predicted_time_high,r2,p_value,slope,intercept,sample_size
52,400 Medley Relay,F,8,2027,261.9068,4:21.91,228.9088,3:48.91,294.9049,4:54.90,0.2586,0.1981,-2.056423,4430.2752,8
52,50 Free,F,1,2027,23.053,23.05,22.7047,22.70,23.4013,23.40,0.8329,0.0,-0.062009,148.7449,14
52,50 Free,F,8,2027,25.1345,25.13,24.7562,24.76,25.5128,25.51,0.07,0.3823,0.009024,6.8423,13
52,50 Free,F,16,2027,26.1882,26.19,24.7893,24.79,27.587,27.59,0.2684,0.1885,-0.056603,140.9216,8
52,500 Free,F,1,2027,304.8671,5:04.87,301.6256,5:01.63,308.1086,5:08.11,0.7029,0.0002,0.397628,-501.1249,14
52,500 Free,F,8,2027,326.2823,5:26.28,324.0072,5:24.01,328.5574,5:28.56,0.9115,0.0,0.634645,-960.1422,13
52,500 Free,F,16,2027,346.1734,5:46.17,335.3369,5:35.34,357.01,5:57.01,0.2413,0.2164,0.644936,-961.1125,8
52,800 Free Relay,F,1,2027,465.8904,7:45.89,460.7582,7:40.76,471.0225,7:51.02,0.4094,0.0185,0.371514,-287.1685,13
52,800 Free Relay,F,8,2027,534.0455,8:54.05,456.6015,7:36.60,611.4895,10:11.49,0.0144,0.7584,-0.748977,2052.2224,9
52,100 Back,M,1,2027,49.8298,49.83,48.996,49.00,50.6636,50.66,0.7817,0.0,-0.12584,304.9081,14
52,100 Back,M,8,2027,55.1742,55.17,53.1309,53.13,57.2175,57.22,0.0809,0.3461,0.052722,-51.6936,13
52,100 Breast,M,1,2027,54.8234,54.82,53.6221,53.62,56.0246,56.02,0.8711,0.0,-0.24899,559.5256,14
52,100 Breast,M,8,2027,58.5434,58.54,56.9878,56.99,60.0991,1:00.10,0.7675,0.0009,-0.223873,512.3347,10
52,100 Breast,M,16,2027,62.5782,1:02.58,60.4862,1:00.49,64.6701,1:04.67,0.5907,0.0435,-0.228793,526.3418,7
52,100 Fly,M,1,2027,48.7006,48.70,48.008,48.01,49.3932,49.39,0.9002,0.0,-0.165919,385.0193,14
52,100 Fly,M,8,2027,53.1322,53.13,50.3643,50.36,55.9001,55.90,0.0957,0.3037,-0.078295,211.8354,13
52,100 Fly,M,16,2027,57.724,57.72,53.8626,53.86,61.5854,1:01.59,0.4916,0.1206,0.284138,-518.2236,6
52,100 Free,M,1,2027,45.1627,45.16,44.2817,44.28,46.0437,46.04,0.3787,0.0192,-0.054851,156.3457,14
52,100 Free,M,8,2027,47.8218,47.82,46.6032,46.60,49.0403,49.04,0.0,0.9968,-0.000133,48.0916,11
52,100 Free,M,16,2027,50.1265,50.13,48.617,48.62,51.636,51.64,0.0342,0.7259,0.015218,19.2802,6
52,1650 Free,M,1,2027,970.3078,16:10.31,944.1324,15:44.13,996.4832,16:36.48,0.0898,0.2979,0.655768,-358.9343,14
52,1650 Free,M,8,2027,1057.3679,17:37.37,1041.0445,17:21.04,1073.6913,17:53.69,0.5653,0.003,1.618559,-2223.4522,13
52,200 Back,M,1,2027,109.9437,1:49.94,106.4575,1:46.46,113.4299,1:53.43,0.1376,0.1916,-0.111059,335.0606,14
52,200 Back,M,8,2027,124.659,2:04.66,119.9519,1:59.95,129.3661,2:09.37,0.6179,0.0014,0.520427,-930.2469,13
52,200 Breast,M,1,2027,120.8361,2:00.84,117.1474,1:57.15,124.5248,2:04.52,0.8048,0.0,-0.597237,1331.4354,14
52,200 Breast,M,8,2027,133.3396,2:13.34,128.0614,2:08.06,138.6179,2:18.62,0.0171,0.7019,-0.057883,250.6676,11
52,200 Breast,M,16,2027,147.8951,2:27.90,137.4213,2:17.42,158.3688,2:38.37,0.7079,0.074,1.093925,-2069.4904,5
52,200 Fly,M,1,2027,109.4604,1:49.46,105.9789,1:45.98,112.942,1:52.94,0.4705,0.0068,-0.26176,640.0475,14
52,200 Fly,M,8,2027,123.8207,2:03.82,119.3456,1:59.35,128.2957,2:08.30,0.1569,0.1804,0.167816,-216.3426,13
52,200 Free,M,1,2027,101.8607,1:41.86,99.3087,1:39.31,104.4128,1:44.41,0.0086,0.7524,-0.018962,140.2964,14
